"Simorgh , URL: /wiki/Simorgh_(rocket)
","Simorgh , URL: /wiki/Simorgh_(rocket)
","Iran , URL: /wiki/Iran
","Small lift , URL: /wiki/Small-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","350 kg (770 lb)","N/A","","2016 (Sub-orbital)","ISA , URL: /wiki/Iranian_Space_Agency
","Under development","[146]"
"Small Satellite Launch Vehicle , URL: /wiki/Small_Satellite_Launch_Vehicle
","Small Satellite Launch Vehicle , URL: /wiki/Small_Satellite_Launch_Vehicle
","India , URL: /wiki/India
","Small lift , URL: /wiki/Small-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","500 kg (1,100 lb) (500 km (310 mi))","N/A","300 kg (660 lb)","2020 (Planned)","ISRO , URL: /wiki/ISRO
","Under development","[147]"
"TSLV , URL: /w/index.php?title=TSLV&action=edit&redlink=1
","TSLV , URL: /w/index.php?title=TSLV&action=edit&redlink=1
","Republic of China , URL: /wiki/Taiwan
","Small lift , URL: /wiki/Small-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","50 kg (110 lb) (700 km (430 mi))","N/A","","TBD","NSPO , URL: /wiki/National_Space_Organization
","Under development","[148][149]"
"Unha , URL: /wiki/Unha
","Unha , URL: /wiki/Unha
","North Korea , URL: /wiki/North_Korea
","Small lift , URL: /wiki/Small-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","200 kg (440 lb) (465 km (289 mi) x 502 km (312 mi))","N/A","","2009","KCST , URL: /wiki/Korean_Committee_of_Space_Technology
","In service","[150]"
"Unified Modular Launch Vehicle , URL: /wiki/Unified_Modular_Launch_Vehicle
","ULV with 6 x S-13 boosters","India , URL: /wiki/India
","Medium lift , URL: /wiki/Medium-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","4,500 kg (9,900 lb)","1,500 kg (3,300 lb)","","No earlier than 2022","ISRO , URL: /wiki/ISRO
","Under development","[151][152][153]"
"Unified Modular Launch Vehicle , URL: /wiki/Unified_Modular_Launch_Vehicle
","ULV with 2 x S-60 boosters","India , URL: /wiki/India
","Medium lift , URL: /wiki/Medium-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","10,000 kg (22,000 lb)","3,000 kg (6,600 lb)","","No earlier than 2022","ISRO , URL: /wiki/ISRO
","Under development","[151][152][153]"
"Unified Modular Launch Vehicle , URL: /wiki/Unified_Modular_Launch_Vehicle
","ULV with 2 x S-139 boosters","India , URL: /wiki/India
","Medium lift , URL: /wiki/Medium-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","12,000 kg (26,000 lb)","4,500 kg (9,900 lb)","","No earlier than 2022","ISRO , URL: /wiki/ISRO
","Under development","[151][152][153]"
"Unified Modular Launch Vehicle , URL: /wiki/Unified_Modular_Launch_Vehicle
","ULV with 2 x S-200 boosters","India , URL: /wiki/India
","Medium lift , URL: /wiki/Medium-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","15,000 kg (33,000 lb)","6,000 kg (13,000 lb)","","No earlier than 2022","ISRO , URL: /wiki/ISRO
","Under development","[151][152][153]"
"Unified Modular Launch Vehicle , URL: /wiki/Unified_Modular_Launch_Vehicle
","HLV variant","India , URL: /wiki/India
","Heavy lift , URL: /wiki/Heavy-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","20,000 kg (44,000 lb)","10,000 kg (22,000 lb)","","2020s","ISRO , URL: /wiki/ISRO
","Under development","[151][152][153]"
"Unified Modular Launch Vehicle , URL: /wiki/Unified_Modular_Launch_Vehicle
","SHLV variant","India , URL: /wiki/India
","Super heavy lift , URL: /wiki/Super_heavy-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","41,300 kg (91,100 lb)-60,000 kg (130,000 lb)","16,300 kg (35,900 lb)","","2020s","ISRO , URL: /wiki/ISRO
","Under development","[151][152][153]"
"Uydu Fırlatma Sistemi , URL: /wiki/Space_Launch_System_(Turkey)
","Uydu Fırlatma Sistemi , URL: /wiki/Space_Launch_System_(Turkey)
","Turkey , URL: /wiki/Turkey
","Small lift , URL: /wiki/Small-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","Microsatellites (700 km (430 mi))","N/A","","TBD","ROKETSAN , URL: /wiki/ROKETSAN
","Under development","[154]"
"Yun Feng , URL: /wiki/Yun_Feng
","Yun Feng , URL: /wiki/Yun_Feng
","Republic of China , URL: /wiki/Taiwan
","Small lift , URL: /wiki/Small-lift_launch_vehicle
expendable launch vehicle , URL: /wiki/Expendable_launch_system
","200 kg (440 lb) (500 km (310 mi)","N/A","","TBD","NCSIST , URL: /wiki/National_Chung-Shan_Institute_of_Science_and_Technology
","Under development","[149]"
