"ACER","","","","","","","","","","","","","","","","","","","","","",""
"Manufacturer , URL: /wiki/Manufacturer
","Model","kg , URL: /wiki/Kilogram
","lb , URL: /wiki/Pound_(weight)
","Display size , URL: /wiki/Viewable_image_size
","Display resolution , URL: /wiki/Display_resolution
","Display DPI [Note 1]","CPU , URL: /wiki/Central_processing_unit
","GHz , URL: /wiki/GHz
","HSDPA , URL: /wiki/HSDPA
","Video chipset","Video connection(s)","Storage type , URL: /wiki/Computer_data_storage
","GB , URL: /wiki/Gigabyte
","RAM , URL: /wiki/Random-access_memory
GB , URL: /wiki/Gigabyte
","h , URL: /wiki/Hour
","h , URL: /wiki/Hour
","Keyboard size , URL: /wiki/Keyboard_(computing)#Laptop-size
","Camera , URL: /wiki/Video_Camera
","Mouse , URL: /wiki/Mouse_(computing)
","Linux , URL: /wiki/Linux
","Windows , URL: /wiki/Microsoft_Windows
","Manual / DataSheet"
"Asus , URL: /wiki/Asus
","Eee PC 1215N , URL: /wiki/ASUS_Eee_PC_1215N
","1.45","","12.1","WXGA , URL: /wiki/WXGA_(graphics)
","129","Intel Atom , URL: /wiki/Intel_Atom_(CPU)
D525 , URL: /wiki/Intel_Atom_D525
","1.8","","?","VGA , URL: /wiki/VGA_connector
HDMI , URL: /wiki/HDMI
","HDD , URL: /wiki/Hard_disk_drive
","250 / 320 + Web Storage","1 - 4 (DDR)","6 (6-cell)","6 (6-cell)","?","MP , URL: /wiki/Pixel#Megapixel
","Touchpad , URL: /wiki/Touchpad
","-","7 Home Premium , URL: /wiki/Windows_7_Home_Premium
","Eee PC 1215N Manual , URL: https://www.asus.com/Notebooks/Eee_PC_1215N/HelpDesk_Manual/
"
"Asus , URL: /wiki/Asus
","Eee PC 1215T , URL: /wiki/ASUS_Eee_PC_1215T
","1.45","","12.1","WXGA+ , URL: /wiki/WXGA%2B
","147","AMD Athlon II Neo K125","1.7","","AMD HD 4250 , URL: /wiki/AMD_Radeon_HD_4250
","VGA , URL: /wiki/VGA_connector
HDMI , URL: /wiki/HDMI
","HDD , URL: /wiki/Hard_disk_drive
","250 / 320","1 - 2 (DDR3)","? (6-cell)","? (6-cell)","?","MP , URL: /wiki/Pixel#Megapixel
","Touchpad , URL: /wiki/Touchpad
","-","7 Home Premium , URL: /wiki/Windows_7_Home_Premium
","Eee PC 1215T Manual , URL: https://www.asus.com/Notebooks/Eee_PC_1215T/HelpDesk_Manual/
"
"AVERATEC","","","","","","","","","","","","","","","","","","","","","",""
"Averatec , URL: /wiki/Averatec
","Buddy , URL: /wiki/Averatec_Buddy
","1.19","2.62","10.2","?","?","Atom , URL: /wiki/Intel_Atom
","1.6","","?","VGA","HDD , URL: /wiki/Hard_disk_drive
","160","1","?","?","?","?","","?","XP",""
"Axioo , URL: /wiki/Axioo
","Pico , URL: /w/index.php?title=Axioo_Pico&action=edit&redlink=1
","1.2","2.6","10","1024×600 WSVGA","118","Atom , URL: /wiki/Intel_Atom
","1.6","","?","?","HDD , URL: /wiki/Hard_disk_drive
","120","1 [Note 5]","? (3 cells, 2200 mAh)","? (6 cells, 5200 mAh)","?","?","","?","XP , URL: /wiki/Windows_XP
",""
"BELCO , URL: /w/index.php?title=BELCO&action=edit&redlink=1
","450R[35]","0.75","1.65","7","800x480","133","Vortex86dx , URL: /wiki/Vortex86
486DX , URL: /wiki/486DX
","1","","XGI , URL: /wiki/XGI
","?","SSD","4/8","0.5","? 2000 mAh","?","?","?","","?","?",""
"BENQ","","","","","","","","","","","","","","","","","","","","","",""
"BenQ , URL: /wiki/BenQ
","Joybook Lite U101 , URL: /w/index.php?title=BenQ_Joybook&action=edit&redlink=1
","1.05","2.31","10.1","1024×576 WSVGA 16:9 LED glossy","117","Atom N270 , URL: /wiki/Intel_Atom
","1.66","","GMA 950","VGA","SSD , URL: /wiki/Solid-state_drive
HDD , URL: /wiki/Hard_disk_drive
","4 (SSD) 80, 120, 160 (HDD)","1.5, 2.5 (512MB built in)","?","4","90%","?","","Linux Lite , URL: /wiki/Linux_Lite
","XP Home",""
"Datacask , URL: /w/index.php?title=Datacask&action=edit&redlink=1
","Jupiter 1014a , URL: /w/index.php?title=Datacask_Jupiter_1014a&action=edit&redlink=1
","1.25","2.75","10.2","1024x600","116","Atom , URL: /wiki/Intel_Atom
","1.6","","GMA 945","VGA","HDD , URL: /wiki/Hard_disk_drive
","80, 160","0.5, 1, 2","4 (4000 mAh)","?","83%","MP , URL: /wiki/Pixel#Megapixel
","Touchpad , URL: /wiki/Touchpad
","Knoppix Variant , URL: /w/index.php?title=Knoppix_Variant&action=edit&redlink=1
","XP , URL: /wiki/Windows_XP
",""
"DELL","","","","","","","","","","","","","","","","","","","","","",""
"Manufacturer , URL: /wiki/Manufacturer
","Model","kg , URL: /wiki/Kilogram
","lb , URL: /wiki/Pound_(weight)
","Display size , URL: /wiki/Viewable_image_size
","Display resolution , URL: /wiki/Display_resolution
","Display DPI [Note 1]","CPU , URL: /wiki/Central_processing_unit
","GHz , URL: /wiki/GHz
","HSDPA , URL: /wiki/HSDPA
","Video chipset","Video connection(s)","Storage type , URL: /wiki/Computer_data_storage
","GB , URL: /wiki/Gigabyte
","RAM , URL: /wiki/Random-access_memory
GB , URL: /wiki/Gigabyte
","h , URL: /wiki/Hour
","h , URL: /wiki/Hour
","Keyboard size , URL: /wiki/Keyboard_(computing)#Laptop-size
","Camera , URL: /wiki/Video_Camera
","Mouse , URL: /wiki/Mouse_(computing)
","Linux , URL: /wiki/Linux
Unix , URL: /wiki/Unix-like
","Windows , URL: /wiki/Microsoft_Windows
","Manual / DataSheet"
"Dell , URL: /wiki/Dell
","Mini 9 , URL: /wiki/Dell_Inspiron_Mini_9
","1.06","2.34[38]","8.9","1024×600 WSVGA glossy","133","Atom , URL: /wiki/Intel_Atom
","1.6","","GMA 950","VGA","SSD , URL: /wiki/Solid-state_drive
SDHC , URL: /wiki/Secure_Digital#SDHC
","4, 8, 16, 32, 64","0.5, 1, 2 (one slot, field upgradable)","3.5[39] (4-cell)","3.5 (4-cell)","83%","?","Touchpad , URL: /wiki/Touchpad
","Dell Ubuntu NBR , URL: /wiki/Dell_Ubuntu_Netbook_Remix
","XP , URL: /wiki/Windows_XP
",""
"Dell , URL: /wiki/Dell
","Mini 10 , URL: /wiki/Dell_Inspiron_Mini_Series
","1.3","2.86","10","1366x768 1024x576","156 117","Atom , URL: /wiki/Intel_Atom
","1.3 / 1.6","","GMA 500","HDMI (VGA on 10v)","HDD , URL: /wiki/Hard_disk_drive
","120 / 160","1","","","92%","?","","Dell Ubuntu NBR , URL: /wiki/Ubuntu_Netbook_Remix
","XP , URL: /wiki/Windows_XP
",""
"Dell , URL: /wiki/Dell
","Mini 12 , URL: /wiki/Dell_Inspiron_Mini_12
","1.24","2.73","12.1","1200x800","119","Atom , URL: /wiki/Intel_Atom
","1.3 / 1.6","","GMA 500 , URL: /wiki/Intel_GMA#GMA_500
","VGA","HDD , URL: /wiki/Hard_disk_drive
","60 / 80","1","3 (3-cell)","6.5 (6-cell)","91.9%","?","Touchpad , URL: /wiki/Touchpad
","Ubuntu NBR , URL: /wiki/Ubuntu_Netbook_Remix
","Vista Home Basic",""
"Dell , URL: /wiki/Dell
","Latitude 2100 , URL: /w/index.php?title=Dell_Latitude_2100&action=edit&redlink=1
","1.54","3.4","10.1","1024x576","116","Atom , URL: /wiki/Intel_Atom
","1.6","","GMA 950","VGA","SSD , URL: /wiki/Hard_disk_drive
HDD , URL: /wiki/Hard_disk_drive
","16(ssd) / 80 / 180 /250",".5 1 1.5 2 (one slot, field upgradable)","2.24 (3-cell)","4.47 (6-cell)","89%","?","","Ubuntu , URL: /wiki/Ubuntu_(operating_system)
","XP , URL: /wiki/Windows_XP
",""
"Dell , URL: /wiki/Dell
","Latitude 2120 , URL: /w/index.php?title=Dell_Latitude_2120&action=edit&redlink=1
","1.54","3.4","10.1","Wide SVGA , URL: /wiki/Super_video_graphics_array#WSVGA
matte , URL: /wiki/Matte_display
","116","Intel Atom , URL: /wiki/Intel_Atom_(CPU)
N550 , URL: /wiki/Intel_Atom_N550
","1.5","","GMA 3150 , URL: /wiki/Intel_GMA#GMA_3150
","VGA","SSD , URL: /wiki/Hard_disk_drive
HDD , URL: /wiki/Hard_disk_drive
","16(ssd) / 80 / 180 /250",".5 1 1.5 2 (one slot, field upgradable)","2.24 (3-cell)","4.47 (6-cell)","89%","MP , URL: /wiki/Pixel#Megapixel
","Touchpad , URL: /wiki/Touchpad
","Ubuntu , URL: /wiki/Ubuntu_(operating_system)
","XP , URL: /wiki/Windows_XP
","2120 Service Manual , URL: https://downloads.dell.com/manuals/all-products/esuprt_laptop/esuprt_latitude_laptop/latitude-2120_service%20manual_en-us.pdf/
"
"E-LEAD","","","","","","","","","","","","","","","","","","","","","",""
"E-Lead , URL: /wiki/E-Lead
","Noahpad , URL: /wiki/Noahpad
","0.78","1.72","7","800×480 WVGA","133","C7-M","1","","?","?","HDD , URL: /wiki/Hard_disk_drive
","30","0.5","?","?","?","?","","Ubuntu , URL: /wiki/Ubuntu_(operating_system)
","?",""
"ELONEX","","","","","","","","","","","","","","","","","","","","","",""
"Elonex , URL: /wiki/Elonex
","ONE , URL: /wiki/Elonex_ONE
","1.00","2.20","7.0","800×480 WVGA","133","LNX Code 8","0.3","","?","None","SSD , URL: /wiki/Solid-state_drive
","1","0.125","?","?","?","?","","Linos , URL: /wiki/Linos_(operating_system)
","?",""
"EMACHINES","","","","","","","","","","","","","","","","","","","","","",""
"Emachines , URL: /wiki/Emachines
","E350[44]","1.25","2.75","10.1","1024x600","116","Atom N450 , URL: /wiki/Intel_Atom
","1.66","","GMA 3150","VGA","HDD , URL: /wiki/Hard_disk_drive
","160","1","3 (3-cell)","6.5 (6-cell)","92%","MP , URL: /wiki/Pixel#Megapixel
","Touchpad , URL: /wiki/Touchpad
","N/A","XP , URL: /wiki/Windows_XP
",""
"EMTEC","","","","","","","","","","","","","","","","","","","","","",""
"EMTEC , URL: /wiki/EMTEC
","Gdium , URL: /wiki/Gdium
","1.2","2.64","10","1024x600 WVGA","118","MIPS , URL: /wiki/MIPS_architecture
Loongson , URL: /wiki/Loongson
","0.9","","?","VGA","USB , URL: /wiki/USB_flash_drive
","16","0.5","","?","?","?","?","Mandriva , URL: /wiki/Mandriva
","None (not x86 based)",""
"EVEREX","","","","","","","","","","","","","","","","","","","","","",""
"Everex , URL: /wiki/Everex
","CloudBook , URL: /wiki/CloudBook
","0.91","2.00","7","800×480 WVGA","133","C7-M , URL: /wiki/VIA_C7
","1.2","","UniChrome Pro IGP","DVI-I","HDD , URL: /wiki/Hard_disk_drive
","30","0.5","?","?","?","?","","gOS Rocket , URL: /wiki/GOS_Rocket
","?",""
"GATEWAY","","","","","","","","","","","","","","","","","","","","","",""
"Manufacturer , URL: /wiki/Manufacturer
","Model","kg , URL: /wiki/Kilogram
","lb , URL: /wiki/Pound_(weight)
","Display size , URL: /wiki/Viewable_image_size
","Display resolution , URL: /wiki/Display_resolution
","Display DPI [Note 1]","CPU , URL: /wiki/Central_processing_unit
","GHz , URL: /wiki/GHz
","HSDPA , URL: /wiki/HSDPA
","Video chipset","Video connection(s)","Storage type , URL: /wiki/Computer_data_storage
","GB , URL: /wiki/Gigabyte
","RAM , URL: /wiki/Random-access_memory
GB , URL: /wiki/Gigabyte
","h , URL: /wiki/Hour
","h , URL: /wiki/Hour
","Keyboard size , URL: /wiki/Keyboard_(computing)#Laptop-size
","Camera , URL: /wiki/Video_Camera
","Mouse , URL: /wiki/Mouse_(computing)
","Linux , URL: /wiki/Linux
Unix , URL: /wiki/Unix-like
","Windows , URL: /wiki/Microsoft_Windows
","Manual / DataSheet"
"Gateway , URL: /wiki/Gateway,_Inc.
","LT2001u , URL: /w/index.php?title=LT2001u&action=edit&redlink=1
LT2021u , URL: /w/index.php?title=LT2021u&action=edit&redlink=1
","1.18","2.62","10.1","1024×600","117","Atom , URL: /wiki/Intel_Atom
","1.6","?","?","VGA , URL: /wiki/Video_Graphics_Array
","HDD , URL: /wiki/Hard_disk_drive
","160","1","(3-Cell Li)","(3-Cell Li)","?","0.3","Touchpad with 1 button below","N/A","Windows XP Home , URL: /wiki/Windows_XP
",""
"Gateway , URL: /wiki/Gateway,_Inc.
","LT3103u, LT3114u","1.38","3.04","11.6","1366×768","135","Athlon 64 , URL: /wiki/Athlon_64
","1.2","","Radeon X1270 , URL: /wiki/Radeon
","VGA , URL: /wiki/Video_Graphics_Array
","HDD","250","2","5 (6-cell Li)","5 (6-cell Li)","","0.3","Touchpad with 1-button below","N/A","Vista Home Basic",""
"GIGABYTE","","","","","","","","","","","","","","","","","","","","","",""
"Gigabyte Technology , URL: /wiki/Gigabyte_Technology
","M912 , URL: /wiki/Gigabyte_M912
","1.3","2.86","8.9","1280x768 WXGA touchscreen","167","Atom , URL: /wiki/Intel_Atom
","1.6","","?","None","HDD , URL: /wiki/Hard_disk_drive
","120, 160, 250","1, 2","?","?","?","?","","Ubuntu , URL: /wiki/Ubuntu_(operating_system)
","XP , URL: /wiki/Windows_XP
",""
"Gigabyte , URL: /wiki/Gigabyte
","M912X , URL: /w/index.php?title=Gigabyte_M912X&action=edit&redlink=1
","1.35","2.97","8.9","1280×768","167","Atom , URL: /wiki/Intel_Atom
","1.6","","?","VGA","HDD , URL: /wiki/Hard_disk_drive
","80","1","?","?","?","?","","?","XP , URL: /wiki/Windows_XP
",""
"Hillman","IA1001","1.26","2.77","10.2","1024x600","116","Atom N270 , URL: /wiki/Intel_Atom#Atom_N_series
","1.6","","GMA 950 , URL: /wiki/Intel_GMA#GMA_950
","","HDD , URL: /wiki/Hard_disk_drive
","160","1","2 (3-cell)","","","MP , URL: /wiki/Pixel#Megapixel
","Touchpad , URL: /wiki/Touchpad
","Linux , URL: /wiki/Linux
","",""
"HP","","","","","","","","","","","","","","","","","","","","","",""
"HP , URL: /wiki/Hewlett-Packard
","Mini note 2133 , URL: /wiki/HP_2133_Mini-Note_PC
","1.27","2.79","8.9","1280×800 WXGA glossy","169","C7-M , URL: /wiki/VIA_C7
","1–1.6","","?","VGA","SSD , URL: /wiki/Solid-state_drive
HDD , URL: /wiki/Hard_disk_drive
","4, 120, 160","0.5–2","2 (3-cell)","4 (6-cell)","92%","?","","Suse , URL: /wiki/Suse_Enterprise
","XP , URL: /wiki/Windows_XP
Vista , URL: /wiki/Windows_Vista
",""
"HP , URL: /wiki/Hewlett-Packard
","Mini note 2140 , URL: /wiki/HP_Mini_2140
","1.19","2.62","10.1","1024x576 1366x768","116 155","Atom N270 , URL: /wiki/Intel_Atom
","1.6","","GMA 950 , URL: /wiki/Intel_GMA#GMA_950
","?","SSD , URL: /wiki/Solid-state_drive
HDD , URL: /wiki/Hard_disk_drive
","80, 160","1-2","4 (3-cell)","8 (6-cell)","92%","?","Touchpad , URL: /wiki/Touchpad
","Suse , URL: /wiki/Suse_Enterprise
","Vista , URL: /wiki/Windows_Vista
XP , URL: /wiki/Windows_XP
",""
"HP , URL: /wiki/Hewlett-Packard
","HP Mini 5101 , URL: /w/index.php?title=HP_Mini_5101&action=edit&redlink=1
","1.20","2.64","10.1","1024x600 1366x768","117 155","Atom N280 , URL: /wiki/Intel_Atom
","1.667","","GMA 950 , URL: /wiki/Intel_GMA#GMA_950
","VGA","SSD , URL: /wiki/Solid-state_drive
HDD , URL: /wiki/Hard_disk_drive
","80, 128, 160, 250, 320","1-2","4.5 (4-cell)","9 (6-cell)","92%","2MP","Touchpad , URL: /wiki/Touchpad
","Suse , URL: /wiki/Suse_Enterprise
","XP Home , URL: /wiki/Windows_XP
",""
"Impulse , URL: /w/index.php?title=Impulse_(brand)&action=edit&redlink=1
Carapelli Computers Limited , URL: /wiki/Carapelli_Computers
","NPX-9000 , URL: /wiki/Skytone_Alpha-400#Alternative_names
","0.72","1.58","7","480x324","82","X-Scale ARM","0.4","","?","?","NAND","1","0.125","LiP , URL: /wiki/Lithium-ion_polymer_battery
","?","80%","?","","Linux 2.4 based Highne 2008,[51] Xenium","None (non-x86 based)",""
"INTEL","","","","","","","","","","","","","","","","","","","","","",""
"Intel , URL: /wiki/Intel
ECS , URL: /wiki/Elitegroup_Computer_Systems
","Classmate PC , URL: /wiki/Classmate_PC
","1.45","3.20","7","800×480 WVGA matte","133","Celeron-M , URL: /wiki/Intel_Celeron
","0.9","","?","None","NAND , URL: /wiki/Flash_memory#NAND_flash
","2","0.25","?","?","?","?","","Mandriva , URL: /wiki/Mandriva
Debian , URL: /wiki/Debian
","XP , URL: /wiki/Windows_XP
",""
"INVENTEC","","","","","","","","","","","","","","","","","","","","","",""
"Inventec , URL: /wiki/Inventec
","Kohjinsha SC3 , URL: /w/index.php?title=Kohjinsha_SC3&action=edit&redlink=1
","0.798","1.76","7","1024x600","169","Atom , URL: /wiki/Intel_Atom
","1.33","","?","?","SSD , URL: /wiki/Solid-state_drive
","?","?","?","?","?","?","","?","Vista , URL: /wiki/Windows_Vista
",""
"Inventec , URL: /wiki/Inventec
","Kohjinsha SX3 , URL: /w/index.php?title=Kohjinsha_SX3&action=edit&redlink=1
","1.2","2.64","8.9","1280x768","168","Atom , URL: /wiki/Intel_Atom
","1.3","","?","?","SSD , URL: /wiki/Solid-state_drive
","?","?","?","?","?","?","","?","Vista , URL: /wiki/Windows_Vista
",""
"LEMOTE","","","","","","","","","","","","","","","","","","","","","",""
"Manufacturer , URL: /wiki/Manufacturer
","Model","kg , URL: /wiki/Kilogram
","lb , URL: /wiki/Pound_(weight)
","Display size , URL: /wiki/Viewable_image_size
","Display resolution , URL: /wiki/Display_resolution
","Display DPI [Note 1]","CPU , URL: /wiki/Central_processing_unit
","GHz , URL: /wiki/GHz
","HSDPA , URL: /wiki/HSDPA
","Video chipset","Video connection(s)","Storage type , URL: /wiki/Computer_data_storage
","GB , URL: /wiki/Gigabyte
","RAM , URL: /wiki/Random-access_memory
GB , URL: /wiki/Gigabyte
","h , URL: /wiki/Hour
","h , URL: /wiki/Hour
","Keyboard size , URL: /wiki/Keyboard_(computing)#Laptop-size
","Camera , URL: /wiki/Video_Camera
","Mouse , URL: /wiki/Mouse_(computing)
","Linux , URL: /wiki/Linux
Unix , URL: /wiki/Unix-like
","Windows , URL: /wiki/Microsoft_Windows
","Manual / DataSheet"
"Lemote , URL: /wiki/Lemote
","Lemote YeeLoong , URL: /w/index.php?title=Lemote_YeeLoong&action=edit&redlink=1
","1.0","2.2","8.9","1024×600 WSVGA","133","Loongson , URL: /wiki/Loongson
","0.9","","SM 712","VGA","HDD , URL: /wiki/Hard_disk_drive
","160","1","2.5 (3-cell)","5.5 (6-cell)","95%","?","","Debian , URL: /wiki/Debian
","None (not x86 based)",""
"LENOVO","","","","","","","","","","","","","","","","","","","","","",""
"Lenovo , URL: /wiki/Lenovo_Group
","IdeaPad S10 , URL: /wiki/Lenovo_IdeaPad_S10
","1.1, 1.3","2.43, 2.87","10.2","1024×600 WSVGA matte","116","Atom , URL: /wiki/Intel_Atom
","1.6","","GMA 950 , URL: /wiki/Intel_GMA#GMA_950
","VGA","HDD , URL: /wiki/Hard_disk_drive
","160","1","3 (3-cell)","6 (6-cell)","85%","MP , URL: /wiki/Pixel#Megapixel
","","SUSE Linux , URL: /wiki/SUSE_Linux_Enterprise_Desktop
","XP , URL: /wiki/Windows_XP
7 , URL: /wiki/Windows_7
",""
"LG","","","","","","","","","","","","","","","","","","","","","",""
"LG , URL: /wiki/LG_Electronics
","LG X110 , URL: /w/index.php?title=LG_X110&action=edit&redlink=1
","1.19","2.62","10","1024×600 WSVGA matte","118","Atom , URL: /wiki/Intel_Atom
","1.6","","?","?","HDD , URL: /wiki/Hard_disk_drive
","80, 120, 160","0.5, 1","?","?","?","?","","?","XP , URL: /wiki/Windows_XP
",""
"LG , URL: /wiki/LG_Electronics
","Xnote B8310 , URL: /w/index.php?title=Xnote_B8310&action=edit&redlink=1
","0.59","1.30","4.8","800×480","194","Atom , URL: /wiki/Intel_Atom
","?","","?","?","HDD , URL: /wiki/Hard_disk_drive
","?","1","?","?","?","?","","?","?",""
"MAXDATA BELINEA","","","","","","","","","","","","","","","","","","","","","",""
"Maxdata Belinea , URL: /wiki/Maxdata
","S-Book , URL: /wiki/Belinea
","1.0","2.2","8.9","?","?","C7-M , URL: /wiki/VIA_C7
","1–1.2","","?","?","SSD , URL: /wiki/Solid-state_drive
","?","?","?","?","?","?","","?","Vista , URL: /wiki/Windows_Vista
",""
"MEDION","","","","","","","","","","","","","","","","","","","","","",""
"Medion , URL: /wiki/Medion
","Akoya E1210 Mini , URL: /wiki/Medion_Akoya_E1210_Mini
","1.2","2.65","10","1024×600 WSVGA matte","118","Atom , URL: /wiki/Intel_Atom
","1.6","","?","VGA","HDD , URL: /wiki/Hard_disk_drive
","80, 160","1","?","?","?","?","","?","XP , URL: /wiki/Windows_XP
",""
"MSI","","","","","","","","","","","","","","","","","","","","","",""
"MSI , URL: /wiki/Marketing_Science_Institute
","Wind , URL: /wiki/MSI_Wind_Netbook
","1.04, 1.18","2.29, 2.6","10","1024×600 WSVGA matte","118","Atom , URL: /wiki/Intel_Atom
","0.8 ~ 1.6 / 2.0 oc.","","GMA 950","VGA","HDD , URL: /wiki/Hard_disk_drive
","80 / 120 / 160","0.5, 1","2.5 (3-cell)","5.5 (6-cell)","95%","1.3MP","","Suse , URL: /wiki/Suse_Linux
","XP , URL: /wiki/Windows_XP
",""
"MSI , URL: /wiki/Micro-Star_International
","Wind , URL: /wiki/MSI_Wind_Netbook
","1.10","2.42","10","1024×600 WSVGA","118","Atom , URL: /wiki/Intel_Atom
","1.6","","?","VGA","HDD , URL: /wiki/Hard_disk_drive
SSD , URL: /wiki/Solid-state_drive
","80/160","1","?","?","?","?","","?","XP , URL: /wiki/Windows_XP
",""
"NetColors , URL: /w/index.php?title=NetColors&action=edit&redlink=1
","Mini 10-N270 , URL: /w/index.php?title=Mini_10-N270&action=edit&redlink=1
","0.99, 1.26","2.18, 2.77","8.9","1024×600 WSVGA, glossy","133","Atom N270 , URL: /wiki/Intel_Atom#Atom_N_series
","1.6","","GMA 950","?","SSD , URL: /wiki/Solid-state_drive
SDHC , URL: /wiki/Secure_Digital#SDHC
HDD , URL: /wiki/Hard_disk_drive
","16, 32 / 160, 320","1GB, 2GB[60]","3 (3-cell)","6–7 (6-cell)","89%","?","","Ubuntu , URL: /wiki/Ubuntu_Linux
","XP , URL: /wiki/Windows_XP
",""
"NTT System , URL: /w/index.php?title=NTT_System&action=edit&redlink=1
","Corrino 100A , URL: /w/index.php?title=Corrino_100A&action=edit&redlink=1
","1.2","2.65","10.2","1024×600","116","Geode , URL: /wiki/Geode_(processor)
","0.5","","?","?","HDD , URL: /wiki/Hard_disk_drive
","60","1","? Li-Po","? Li-Po (4200 mAh)","?","?","","Unspecified","XP , URL: /wiki/Windows_XP
",""
"One","A110 , URL: /wiki/One_A110
","0.95","2.1","7","800x480","133","C7 , URL: /wiki/VIA_C7
","1.0","","S3 , URL: /wiki/S3_Graphics
","VGA","SSD , URL: /wiki/Solid-state_drive
HDD , URL: /wiki/Hard_disk_drive
","2, 4 / 60","0.5","?","?","?","?","","Linpus , URL: /wiki/Linpus_Linux
","XP , URL: /wiki/Windows_XP
",""
"One","A440 , URL: /w/index.php?title=One_A440&action=edit&redlink=1
","1.2","2.6","10.2","1024x600","116","C7 , URL: /wiki/VIA_C7
","1.6","","?","?","HDD , URL: /wiki/Hard_disk_drive
","80","1","? (3 cells, 2200 mAh)","?","?","?","","Linpus , URL: /wiki/Linpus_Linux
","XP , URL: /wiki/Windows_XP
",""
"Nokia","","","","","","","","","","","","","","","","","","","","","",""
"Nokia , URL: /wiki/Nokia
","Nokia Booklet 3G , URL: /wiki/Nokia_Booklet_3G
","1.2","2.6","10.1","1280×720","?","Intel Atom , URL: /wiki/Intel_Atom
","1.6","?","?","?","HDD","120","1024","No","?","?","?","?","?","7 , URL: /wiki/Windows_7
",""
"PACKARD BELL","","","","","","","","","","","","","","","","","","","","","",""
"Manufacturer , URL: /wiki/Manufacturer
","Model","kg , URL: /wiki/Kilogram
","lb , URL: /wiki/Pound_(weight)
","Display size , URL: /wiki/Viewable_image_size
","Display resolution , URL: /wiki/Display_resolution
","Display DPI [Note 1]","CPU , URL: /wiki/Central_processing_unit
","GHz , URL: /wiki/GHz
","HSDPA , URL: /wiki/HSDPA
","Video chipset","Video connection(s)","Storage type , URL: /wiki/Computer_data_storage
","GB , URL: /wiki/Gigabyte
","RAM , URL: /wiki/Random-access_memory
GB , URL: /wiki/Gigabyte
","h , URL: /wiki/Hour
","h , URL: /wiki/Hour
","Keyboard size , URL: /wiki/Keyboard_(computing)#Laptop-size
","Camera , URL: /wiki/Video_Camera
","Mouse , URL: /wiki/Mouse_(computing)
","Linux , URL: /wiki/Linux
Unix , URL: /wiki/Unix-like
","Windows , URL: /wiki/Microsoft_Windows
","Manual / DataSheet"
"Packard Bell , URL: /wiki/Packard_Bell
","Easy Note XS , URL: /w/index.php?title=Packard_Bell_EasyNote_XS&action=edit&redlink=1
","?","?","7.0","1024×600 WVGA","169","C7-M , URL: /wiki/VIA_C7
","1.2","","?","?","HDD , URL: /wiki/Hard_disk_drive
","30","1","?","?","?","?","","?","XP , URL: /wiki/Windows_XP
Vista , URL: /wiki/Windows_Vista
",""
"OPEN PANDORA","","","","","","","","","","","","","","","","","","","","","",""
"OpenPandora , URL: /wiki/Pandora_(console)
","Pandora , URL: /wiki/Pandora_(console)
","0.30","0.66","4.3","800x480","216","OMAP3530 , URL: /wiki/Texas_Instruments_OMAP
","0.6-0.9","","PowerVR SGX 530","None","Dual SDHC slots","N/A","0.25","10+hrs (4000 mAh)","? (4000 mAh)","?%","?","","?","?",""
"PCWorld , URL: /wiki/PC_World_(retailer)
","Advent 4211 , URL: /wiki/Advent_4211
","1.2","2.6","10","1024×600 WSVGA matte","118","Atom , URL: /wiki/Intel_Atom
","1.6","","?","VGA","HDD , URL: /wiki/Hard_disk_drive
","80","1","2.5 (3-cell)","5.5 (6-cell)","95%","?","","?","?",""
"PROLiNK , URL: /w/index.php?title=PROLiNK&action=edit&redlink=1
","Glee TA-009 , URL: /wiki/MSI_Wind_Netbook#OEM_versions
","1.1","2.42","10.1","1024×600 WSVGA","117","Atom , URL: /wiki/Intel_Atom
","1.6","HSUPA , URL: /wiki/HSUPA
","GMA 950 , URL: /wiki/Intel_GMA#GMA_950
","VGA , URL: /wiki/Video_Graphics_Array
","HDD , URL: /wiki/Hard_disk_drive
","160","1","2.5 (3-cell)","5.5 (6-cell)","95%","1.3 MP","Touchpad , URL: /wiki/Touchpad
","Ubuntu , URL: /wiki/Ubuntu_(operating_system)
","XP , URL: /wiki/Windows_XP
",""
"Quanta Computer , URL: /wiki/Quanta_Computer
","OLPC XO-1 , URL: /wiki/OLPC_XO-1
","1.45","3.19","7.5","1200×900","200","Geode , URL: /wiki/AMD_Geode
","0.433","","?","None","NAND , URL: /wiki/NAND_Flash
","1","0.25","?","?","?","?","","Fedora , URL: /wiki/Fedora_(operating_system)
","XP[62][63][64]",""
"Raon Digital , URL: /wiki/Raon_Digital
","Everun Note , URL: /wiki/Everun_Note
","0.8","1.76","7","1024×600","169","Turion 64 X2 , URL: /wiki/Turion_64_X2
","1.2","","?","?","SSD , URL: /wiki/Solid-state_drive
HDD , URL: /wiki/Hard_disk_drive
","16, 24; 30, 60, 80","1","?","?","?","?","","Ubuntu , URL: /wiki/Ubuntu_(operating_system)
","XP , URL: /wiki/Windows_XP
",""
"SAMSUNG","","","","","","","","","","","","","","","","","","","","","",""
