"Vehicle","Origin","Manufacturer","Mass to ... (kg)","Mass to ... (kg)","Mass to ... (kg)","Launches (+ suborbital)","Date of flight","Date of flight"
"Titan IIIA , URL: /wiki/Titan_IIIA
","United States , URL: /wiki/United_States
","Martin Marietta , URL: /wiki/Martin_Marietta
","3,100[300]","","","4","1964","1965"
"Titan IIIB , URL: /wiki/Titan_IIIB
","United States , URL: /wiki/United_States
","Martin Marietta , URL: /wiki/Martin_Marietta
","3,000[301]","","","70","1966","1987"
"Titan IIIC , URL: /wiki/Titan_IIIC
","United States , URL: /wiki/United_States
","Martin Marietta , URL: /wiki/Martin_Marietta
","13,100[302]","","","36","1965","1982"
"Titan IIID , URL: /wiki/Titan_IIID
","United States , URL: /wiki/United_States
","Martin Marietta , URL: /wiki/Martin_Marietta
","12,300[303]","","","22","1971","1982"
"Titan IIIE , URL: /wiki/Titan_IIIE
","United States , URL: /wiki/United_States
","Martin Marietta , URL: /wiki/Martin_Marietta
","15,400[304]","","","7","1974","1977"
"Titan 34D , URL: /wiki/Titan_34D
","United States , URL: /wiki/United_States
","Martin Marietta , URL: /wiki/Martin_Marietta
","4,515[305]","","","15","1982","1989"
"Titan IV , URL: /wiki/Titan_IV
","United States , URL: /wiki/United_States
","Martin Marietta , URL: /wiki/Martin_Marietta
","17,110[306]","IUS , URL: /wiki/Inertial_Upper_Stage
","14,090 to SSO[306] 4,536 to GSO with Centaur 3,550 to escape with IUS","22[307]","1989","1998"
"Titan IV , URL: /wiki/Titan_IV
","United States , URL: /wiki/United_States
","Lockheed Martin , URL: /wiki/Lockheed_Martin
","21,682[308]","5,761[308] (9,000 with upper stage)","","17[307]","1997","2005"
"Tsyklon-2A , URL: /wiki/Tsyklon-2A
","Soviet Union , URL: /wiki/Soviet_Union
","Yuzhmash , URL: /wiki/Yuzhmash
","3,350[309]","","","8[310]","1967","1969"
"Tsyklon-2 , URL: /wiki/Tsyklon-2
","Soviet Union , URL: /wiki/Soviet_Union
Ukraine , URL: /wiki/Ukraine
","Yuzhmash , URL: /wiki/Yuzhmash
","2,820[311]","","","106[312]","1969","2006[312]"
"Tsyklon-3 , URL: /wiki/Tsyklon-3
","Soviet Union , URL: /wiki/Soviet_Union
Ukraine , URL: /wiki/Ukraine
","Yuzhmash , URL: /wiki/Yuzhmash
","1,920[313]","","","122[314]","1977","2009[314]"
"Vanguard , URL: /wiki/Vanguard_(rocket)
","United States , URL: /wiki/United_States
","Martin , URL: /wiki/Martin_Aircraft
","9[315]","","","11 (+1)","1957","1959"
"VLS-1 , URL: /wiki/VLS-1
","Brazil , URL: /wiki/Brazil
","AEB , URL: /wiki/Brazilian_Space_Agency
IAE , URL: /wiki/Aeronautics_and_Space_Institute
","380[316]","","","2[i] (never reached orbit)","1997","2003"
"Volna , URL: /wiki/Volna
","Russia , URL: /wiki/Russia
","Makeyev , URL: /wiki/Makeyev_Rocket_Design_Bureau
","100[317]","","","1 (+5)[276]","1995[j]","2005[276]"
"Voskhod , URL: /wiki/Voskhod_(rocket)
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","6,000[318]","","","306","1963","1976"
"Vostok-L , URL: /wiki/Vostok-L
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","","","390 to TLI[319]","4","1960","1960"
"Vostok-K , URL: /wiki/Vostok-K
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","2,460[320]","","","16","1960","1964"
"Vostok-2 , URL: /wiki/Vostok-2_(rocket)
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","4,730[320]","","","45","1962","1967"
"Vostok-2M , URL: /wiki/Vostok-2M
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","1,300[321]","","","93","1964","1991"
"Soyuz/Vostok , URL: /wiki/Soyuz/Vostok
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","6,000[322]","","","2","1965","1966"
"Zenit-2 , URL: /wiki/Zenit-2
","Soviet Union , URL: /wiki/Soviet_Union
Ukraine , URL: /wiki/Ukraine
","Yuzhnoye , URL: /wiki/Yuzhnoye_Design_Bureau
","13,740[323]","","","36[324]","1985","2004[325]"
"Zenit-2M , URL: /wiki/Zenit-2M
","Ukraine , URL: /wiki/Ukraine
","Yuzhnoye , URL: /wiki/Yuzhnoye_Design_Bureau
","13,920[323]","","","2[324]","2007","2011"
"Zenit-3F , URL: /wiki/Zenit-3F
","Ukraine , URL: /wiki/Ukraine
","Yuzhnoye , URL: /wiki/Yuzhnoye_Design_Bureau
","","","1,740 to GEO[326]","4[327]","2011","2017"
"Zenit-3SL , URL: /wiki/Zenit-3SL
","Ukraine , URL: /wiki/Ukraine
","Yuzhmash , URL: /wiki/Yuzhmash
RSC Energia , URL: /wiki/RSC_Energia
","7,000[327]","6,160","","36[327]","1999","2014"
"Zenit-3SLB , URL: /wiki/Zenit-3SLB
","Ukraine , URL: /wiki/Ukraine
","Yuzhmash , URL: /wiki/Yuzhmash
RSC Energia , URL: /wiki/RSC_Energia
","","3,750[327]","","6[327]","2008","2013"
